Messstelle:                ;Kremsdorf
21.04.2019 00:00:00;   190
22.04.2019 00:00:00;   190
23.04.2019 00:00:00;   190
24.04.2019 00:00:00;   190
25.04.2019 00:00:00;   190
26.04.2019 00:00:00;   190
27.04.2019 00:00:00;   190
28.04.2019 00:00:00;   190
29.04.2019 00:00:00;   190
30.04.2019 00:00:00;   205
01.05.2019 00:00:00;   212
02.05.2019 00:00:00;   197
03.05.2019 00:00:00;   197
04.05.2019 00:00:00;   195
05.05.2019 00:00:00;   209
06.05.2019 00:00:00;   213
07.05.2019 00:00:00;   204
08.05.2019 00:00:00;   199
09.05.2019 00:00:00;   201
10.05.2019 00:00:00;   199
11.05.2019 00:00:00;   197
12.05.2019 00:00:00;   222
13.05.2019 00:00:00;   235
14.05.2019 00:00:00;   212
15.05.2019 00:00:00;   206
16.05.2019 00:00:00;   210
17.05.2019 00:00:00;   205
18.05.2019 00:00:00;   201
19.05.2019 00:00:00;   198
20.05.2019 00:00:00;   204
21.05.2019 00:00:00;   208
22.05.2019 00:00:00;   212
23.05.2019 00:00:00;   208
24.05.2019 00:00:00;   201
25.05.2019 00:00:00;   198
26.05.2019 00:00:00;   196
27.05.2019 00:00:00;   196
28.05.2019 00:00:00;   200
29.05.2019 00:00:00;   252
30.05.2019 00:00:00;   256
31.05.2019 00:00:00;   217
01.06.2019 00:00:00;   208
02.06.2019 00:00:00;   204
03.06.2019 00:00:00;   201
04.06.2019 00:00:00;   199
05.06.2019 00:00:00;   197
06.06.2019 00:00:00;   196
07.06.2019 00:00:00;   199
08.06.2019 00:00:00;   196
09.06.2019 00:00:00;   194
10.06.2019 00:00:00;   193
11.06.2019 00:00:00;   194
12.06.2019 00:00:00;   193
13.06.2019 00:00:00;   192
14.06.2019 00:00:00;   191
15.06.2019 00:00:00;   192
16.06.2019 00:00:00;   192
17.06.2019 00:00:00;   191
18.06.2019 00:00:00;   191
19.06.2019 00:00:00;   191
20.06.2019 00:00:00;   191
21.06.2019 00:00:00;   195
22.06.2019 00:00:00;   191
23.06.2019 00:00:00;   194
24.06.2019 00:00:00;   195
25.06.2019 00:00:00;   192
26.06.2019 00:00:00;   190
27.06.2019 00:00:00;   190
28.06.2019 00:00:00;   190
29.06.2019 00:00:00;   190
30.06.2019 00:00:00;   189
01.07.2019 00:00:00;   192
02.07.2019 00:00:00;   199
03.07.2019 00:00:00;   191
04.07.2019 00:00:00;   190
05.07.2019 00:00:00;   190
06.07.2019 00:00:00;   189
07.07.2019 00:00:00;   192
08.07.2019 00:00:00;   197
09.07.2019 00:00:00;   192
10.07.2019 00:00:00;   190
11.07.2019 00:00:00;   190
12.07.2019 00:00:00;   190
13.07.2019 00:00:00;   198
14.07.2019 00:00:00;   201
15.07.2019 00:00:00;   195
16.07.2019 00:00:00;   191
17.07.2019 00:00:00;   190
18.07.2019 00:00:00;   189
19.07.2019 00:00:00;   189
20.07.2019 00:00:00;   188
21.07.2019 00:00:00;   189
22.07.2019 00:00:00;   189
23.07.2019 00:00:00;   188
24.07.2019 00:00:00;   188
25.07.2019 00:00:00;   187
26.07.2019 00:00:00;   187
27.07.2019 00:00:00;   187
28.07.2019 00:00:00;   188
29.07.2019 00:00:00;   228
30.07.2019 00:00:00;   200
31.07.2019 00:00:00;   193
01.08.2019 00:00:00;   191
02.08.2019 00:00:00;   190
03.08.2019 00:00:00;   192
04.08.2019 00:00:00;   194
05.08.2019 00:00:00;   190
06.08.2019 00:00:00;   189
07.08.2019 00:00:00;   189
08.08.2019 00:00:00;   192
09.08.2019 00:00:00;   189
10.08.2019 00:00:00;   188
11.08.2019 00:00:00;   188
12.08.2019 00:00:00;   188
13.08.2019 00:00:00;   193
14.08.2019 00:00:00;   192
15.08.2019 00:00:00;   190
16.08.2019 00:00:00;   190
17.08.2019 00:00:00;   189
18.08.2019 00:00:00;   188
19.08.2019 00:00:00;   187
20.08.2019 00:00:00;   187
21.08.2019 00:00:00;   189
22.08.2019 00:00:00;   190
23.08.2019 00:00:00;   188
24.08.2019 00:00:00;   187
25.08.2019 00:00:00;   187
26.08.2019 00:00:00;   187
27.08.2019 00:00:00;   187
28.08.2019 00:00:00;   186
29.08.2019 00:00:00;   186
30.08.2019 00:00:00;   188
31.08.2019 00:00:00;   186
01.09.2019 00:00:00;   186
02.09.2019 00:00:00;   195
03.09.2019 00:00:00;   208
04.09.2019 00:00:00;   193
05.09.2019 00:00:00;   190
06.09.2019 00:00:00;   190
07.09.2019 00:00:00;   190
08.09.2019 00:00:00;   190
09.09.2019 00:00:00;   197
10.09.2019 00:00:00;   195
11.09.2019 00:00:00;   191
12.09.2019 00:00:00;   189
13.09.2019 00:00:00;   188
14.09.2019 00:00:00;   187
15.09.2019 00:00:00;   186
16.09.2019 00:00:00;   186
17.09.2019 00:00:00;   186
18.09.2019 00:00:00;   186
19.09.2019 00:00:00;   185
20.09.2019 00:00:00;   186
21.09.2019 00:00:00;   186
22.09.2019 00:00:00;   185
23.09.2019 00:00:00;   186
24.09.2019 00:00:00;   187
25.09.2019 00:00:00;   187
26.09.2019 00:00:00;   186
27.09.2019 00:00:00;   185
28.09.2019 00:00:00;   186
29.09.2019 00:00:00;   185
30.09.2019 00:00:00;   184
01.10.2019 00:00:00;   184
02.10.2019 00:00:00;   185
03.10.2019 00:00:00;   189
04.10.2019 00:00:00;   187
05.10.2019 00:00:00;   191
06.10.2019 00:00:00;   195
07.10.2019 00:00:00;   191
08.10.2019 00:00:00;   192
09.10.2019 00:00:00;   190
10.10.2019 00:00:00;   198
11.10.2019 00:00:00;   193
12.10.2019 00:00:00;   191
13.10.2019 00:00:00;   189
14.10.2019 00:00:00;   188
15.10.2019 00:00:00;   188
16.10.2019 00:00:00;   189
17.10.2019 00:00:00;   189
18.10.2019 00:00:00;   188
19.10.2019 00:00:00;   187
20.10.2019 00:00:00;   187
21.10.2019 00:00:00;   187
22.10.2019 00:00:00;   187
23.10.2019 00:00:00;   187
24.10.2019 00:00:00;   186
25.10.2019 00:00:00;   187
26.10.2019 00:00:00;   186
27.10.2019 00:00:00;   186
28.10.2019 00:00:00;   189
29.10.2019 00:00:00;   189
30.10.2019 00:00:00;   190
31.10.2019 00:00:00;   189
01.11.2019 00:00:00;   188
02.11.2019 00:00:00;   188
03.11.2019 00:00:00;   188
04.11.2019 00:00:00;   187
05.11.2019 00:00:00;   191
06.11.2019 00:00:00;   199
07.11.2019 00:00:00;   193
08.11.2019 00:00:00;   191
09.11.2019 00:00:00;   191
10.11.2019 00:00:00;   191
11.11.2019 00:00:00;   190
12.11.2019 00:00:00;   190
13.11.2019 00:00:00;   201
14.11.2019 00:00:00;   206
15.11.2019 00:00:00;   198
16.11.2019 00:00:00;   197
17.11.2019 00:00:00;   193
18.11.2019 00:00:00;   192
19.11.2019 00:00:00;   191
20.11.2019 00:00:00;   189
21.11.2019 00:00:00;   190
22.11.2019 00:00:00;   190
23.11.2019 00:00:00;   189
24.11.2019 00:00:00;   189
25.11.2019 00:00:00;   189
26.11.2019 00:00:00;   188
27.11.2019 00:00:00;   188
28.11.2019 00:00:00;   188
29.11.2019 00:00:00;   189
30.11.2019 00:00:00;   190
01.12.2019 00:00:00;   189
02.12.2019 00:00:00;   191
03.12.2019 00:00:00;   192
04.12.2019 00:00:00;   190
05.12.2019 00:00:00;   190
06.12.2019 00:00:00;   190
07.12.2019 00:00:00;   190
08.12.2019 00:00:00;   189
09.12.2019 00:00:00;   189
10.12.2019 00:00:00;   193
11.12.2019 00:00:00;   193
12.12.2019 00:00:00;   192
13.12.2019 00:00:00;   191
14.12.2019 00:00:00;   191
15.12.2019 00:00:00;   190
16.12.2019 00:00:00;   190
17.12.2019 00:00:00;   190
18.12.2019 00:00:00;   189
19.12.2019 00:00:00;   189
20.12.2019 00:00:00;   189
21.12.2019 00:00:00;   196
22.12.2019 00:00:00;   214
23.12.2019 00:00:00;   202
24.12.2019 00:00:00;   203
25.12.2019 00:00:00;   216
26.12.2019 00:00:00;   222
27.12.2019 00:00:00;   207
28.12.2019 00:00:00;   203
29.12.2019 00:00:00;   199
30.12.2019 00:00:00;   197
31.12.2019 00:00:00;   195
01.01.2020 00:00:00;   194
02.01.2020 00:00:00;   193
03.01.2020 00:00:00;   192
04.01.2020 00:00:00;   193
05.01.2020 00:00:00;   198
06.01.2020 00:00:00;   196
07.01.2020 00:00:00;   194
08.01.2020 00:00:00;   194
09.01.2020 00:00:00;   193
10.01.2020 00:00:00;   193
11.01.2020 00:00:00;   192
12.01.2020 00:00:00;   192
13.01.2020 00:00:00;   192
14.01.2020 00:00:00;   191
15.01.2020 00:00:00;   191
16.01.2020 00:00:00;   191
17.01.2020 00:00:00;   191
18.01.2020 00:00:00;   193
19.01.2020 00:00:00;   197
20.01.2020 00:00:00;   196
21.01.2020 00:00:00;   196
22.01.2020 00:00:00;   194
23.01.2020 00:00:00;   193
24.01.2020 00:00:00;   193
25.01.2020 00:00:00;   193
26.01.2020 00:00:00;   192
27.01.2020 00:00:00;   192
28.01.2020 00:00:00;   194
29.01.2020 00:00:00;   201
30.01.2020 00:00:00;   200
31.01.2020 00:00:00;   199
01.02.2020 00:00:00;   198
02.02.2020 00:00:00;   224
03.02.2020 00:00:00;   319
04.02.2020 00:00:00;   296
05.02.2020 00:00:00;   237
06.02.2020 00:00:00;   216
07.02.2020 00:00:00;   208
08.02.2020 00:00:00;   204
09.02.2020 00:00:00;   201
10.02.2020 00:00:00;   202
11.02.2020 00:00:00;   217
12.02.2020 00:00:00;   213
13.02.2020 00:00:00;   206
14.02.2020 00:00:00;   205
15.02.2020 00:00:00;   205
16.02.2020 00:00:00;   202
17.02.2020 00:00:00;   200
18.02.2020 00:00:00;   200
19.02.2020 00:00:00;   198
20.02.2020 00:00:00;   197
21.02.2020 00:00:00;   196
22.02.2020 00:00:00;   195
23.02.2020 00:00:00;   195
24.02.2020 00:00:00;   207
25.02.2020 00:00:00;   205
26.02.2020 00:00:00;   202
27.02.2020 00:00:00;   200
28.02.2020 00:00:00;   201
29.02.2020 00:00:00;   201
01.03.2020 00:00:00;   199
02.03.2020 00:00:00;   204
03.03.2020 00:00:00;   207
04.03.2020 00:00:00;   204
05.03.2020 00:00:00;   201
06.03.2020 00:00:00;   202
07.03.2020 00:00:00;   201
08.03.2020 00:00:00;   198
09.03.2020 00:00:00;   198
10.03.2020 00:00:00;   198
11.03.2020 00:00:00;   202
12.03.2020 00:00:00;   200
13.03.2020 00:00:00;   198
14.03.2020 00:00:00;   197
15.03.2020 00:00:00;   195
16.03.2020 00:00:00;   194
17.03.2020 00:00:00;   193
18.03.2020 00:00:00;   193
19.03.2020 00:00:00;   193
20.03.2020 00:00:00;   192
21.03.2020 00:00:00;   194
22.03.2020 00:00:00;   196
23.03.2020 00:00:00;   193
24.03.2020 00:00:00;   192
25.03.2020 00:00:00;   192
26.03.2020 00:00:00;   191
27.03.2020 00:00:00;   191
28.03.2020 00:00:00;   191
29.03.2020 00:00:00;   190
30.03.2020 00:00:00;   191
31.03.2020 00:00:00;   191
01.04.2020 00:00:00;   190
02.04.2020 00:00:00;   190
03.04.2020 00:00:00;   190
04.04.2020 00:00:00;   190
05.04.2020 00:00:00;   190
06.04.2020 00:00:00;   189
07.04.2020 00:00:00;   189
08.04.2020 00:00:00;   189
09.04.2020 00:00:00;   189
10.04.2020 00:00:00;   189
11.04.2020 00:00:00;   189
12.04.2020 00:00:00;   189
13.04.2020 00:00:00;   189
14.04.2020 00:00:00;   195
15.04.2020 00:00:00;   191
16.04.2020 00:00:00;   190
17.04.2020 00:00:00;   189
18.04.2020 00:00:00;   189
19.04.2020 00:00:00;   191
20.04.2020 00:00:00;   194
21.04.2020 00:00:00;   190
22.04.2020 00:00:00;   189
23.04.2020 00:00:00;   189
24.04.2020 00:00:00;   189
25.04.2020 00:00:00;   188
26.04.2020 00:00:00;   188
27.04.2020 00:00:00;   188
28.04.2020 00:00:00;   188
29.04.2020 00:00:00;   191
30.04.2020 00:00:00;   190
01.05.2020 00:00:00;   191
02.05.2020 00:00:00;   194
03.05.2020 00:00:00;   192
04.05.2020 00:00:00;   190
05.05.2020 00:00:00;   190
06.05.2020 00:00:00;   190
07.05.2020 00:00:00;   189
08.05.2020 00:00:00;   189
09.05.2020 00:00:00;   188
10.05.2020 00:00:00;   189
11.05.2020 00:00:00;   189
12.05.2020 00:00:00;   198
13.05.2020 00:00:00;   193
14.05.2020 00:00:00;   192
15.05.2020 00:00:00;   194
16.05.2020 00:00:00;   198
17.05.2020 00:00:00;   192
18.05.2020 00:00:00;   191
19.05.2020 00:00:00;   190
20.05.2020 00:00:00;   189
21.05.2020 00:00:00;   189
22.05.2020 00:00:00;   189
23.05.2020 00:00:00;   191
24.05.2020 00:00:00;   207
25.05.2020 00:00:00;   199
26.05.2020 00:00:00;   212
27.05.2020 00:00:00;   208
28.05.2020 00:00:00;   199
29.05.2020 00:00:00;   210
30.05.2020 00:00:00;   203
31.05.2020 00:00:00;   199
01.06.2020 00:00:00;   202
02.06.2020 00:00:00;   196
03.06.2020 00:00:00;   195
04.06.2020 00:00:00;   192
05.06.2020 00:00:00;   193
06.06.2020 00:00:00;   192
07.06.2020 00:00:00;   191
08.06.2020 00:00:00;   191
09.06.2020 00:00:00;   192
10.06.2020 00:00:00;   193
11.06.2020 00:00:00;   192
12.06.2020 00:00:00;   190
13.06.2020 00:00:00;   189
14.06.2020 00:00:00;   190
15.06.2020 00:00:00;   206
16.06.2020 00:00:00;   228
17.06.2020 00:00:00;   204
18.06.2020 00:00:00;   213
19.06.2020 00:00:00;   202
20.06.2020 00:00:00;   200
21.06.2020 00:00:00;   216
22.06.2020 00:00:00;   206
23.06.2020 00:00:00;   199
24.06.2020 00:00:00;   195
25.06.2020 00:00:00;   194
26.06.2020 00:00:00;   193
27.06.2020 00:00:00;   194
28.06.2020 00:00:00;   191
29.06.2020 00:00:00;   217
30.06.2020 00:00:00;   211
01.07.2020 00:00:00;   199
02.07.2020 00:00:00;   195
03.07.2020 00:00:00;   215
04.07.2020 00:00:00;   203
05.07.2020 00:00:00;   196
06.07.2020 00:00:00;   194
07.07.2020 00:00:00;   192
08.07.2020 00:00:00;   191
09.07.2020 00:00:00;   190
10.07.2020 00:00:00;   191
11.07.2020 00:00:00;   221
12.07.2020 00:00:00;   216
13.07.2020 00:00:00;   200
14.07.2020 00:00:00;   196
15.07.2020 00:00:00;   194
16.07.2020 00:00:00;   196
17.07.2020 00:00:00;   227
18.07.2020 00:00:00;   232
19.07.2020 00:00:00;   230
20.07.2020 00:00:00;   208
21.07.2020 00:00:00;   201
22.07.2020 00:00:00;   198
23.07.2020 00:00:00;   199
24.07.2020 00:00:00;   197
25.07.2020 00:00:00;   196
26.07.2020 00:00:00;   194
27.07.2020 00:00:00;   193
28.07.2020 00:00:00;   192
29.07.2020 00:00:00;   193
30.07.2020 00:00:00;   191
31.07.2020 00:00:00;   190
01.08.2020 00:00:00;   190
02.08.2020 00:00:00;   190
03.08.2020 00:00:00;   216
04.08.2020 00:00:00;   309
05.08.2020 00:00:00;   239
06.08.2020 00:00:00;   214
07.08.2020 00:00:00;   206
08.08.2020 00:00:00;   202
09.08.2020 00:00:00;   200
10.08.2020 00:00:00;   199
11.08.2020 00:00:00;   198
12.08.2020 00:00:00;   196
13.08.2020 00:00:00;   201
14.08.2020 00:00:00;   227
15.08.2020 00:00:00;   205
16.08.2020 00:00:00;   212
17.08.2020 00:00:00;   201
18.08.2020 00:00:00;   215
19.08.2020 00:00:00;   226
20.08.2020 00:00:00;   205
21.08.2020 00:00:00;   201
22.08.2020 00:00:00;   200
23.08.2020 00:00:00;   216
24.08.2020 00:00:00;   204
25.08.2020 00:00:00;   200
26.08.2020 00:00:00;   198
27.08.2020 00:00:00;   196
28.08.2020 00:00:00;   196
29.08.2020 00:00:00;   197
30.08.2020 00:00:00;   207
31.08.2020 00:00:00;   202
01.09.2020 00:00:00;   219
02.09.2020 00:00:00;   214
03.09.2020 00:00:00;   204
04.09.2020 00:00:00;   200
05.09.2020 00:00:00;   198
06.09.2020 00:00:00;   206
07.09.2020 00:00:00;   246
08.09.2020 00:00:00;   218
09.09.2020 00:00:00;   207
10.09.2020 00:00:00;   203
11.09.2020 00:00:00;   201
12.09.2020 00:00:00;   199
13.09.2020 00:00:00;   198
14.09.2020 00:00:00;   197
15.09.2020 00:00:00;   196
16.09.2020 00:00:00;   196
17.09.2020 00:00:00;   206
18.09.2020 00:00:00;   200
19.09.2020 00:00:00;   197
20.09.2020 00:00:00;   196
21.09.2020 00:00:00;   195
22.09.2020 00:00:00;   195
23.09.2020 00:00:00;   196
24.09.2020 00:00:00;   196
25.09.2020 00:00:00;   199
26.09.2020 00:00:00;   247
27.09.2020 00:00:00;   219
28.09.2020 00:00:00;   215
29.09.2020 00:00:00;   212
30.09.2020 00:00:00;   206
01.10.2020 00:00:00;   203
02.10.2020 00:00:00;   201
03.10.2020 00:00:00;   199
04.10.2020 00:00:00;   198
05.10.2020 00:00:00;   196
06.10.2020 00:00:00;   196
07.10.2020 00:00:00;   197
08.10.2020 00:00:00;   197
09.10.2020 00:00:00;   195
10.10.2020 00:00:00;   195
11.10.2020 00:00:00;   200
12.10.2020 00:00:00;   212
13.10.2020 00:00:00;   204
14.10.2020 00:00:00;   205
15.10.2020 00:00:00;   203
16.10.2020 00:00:00;   214
17.10.2020 00:00:00;   218
18.10.2020 00:00:00;   210
19.10.2020 00:00:00;   207
20.10.2020 00:00:00;   204
21.10.2020 00:00:00;   202
22.10.2020 00:00:00;   200
23.10.2020 00:00:00;   199
24.10.2020 00:00:00;   200
25.10.2020 00:00:00;   200
26.10.2020 00:00:00;   199
27.10.2020 00:00:00;   200
28.10.2020 00:00:00;   202
29.10.2020 00:00:00;   203
30.10.2020 00:00:00;   232
31.10.2020 00:00:00;   217
01.11.2020 00:00:00;   208
02.11.2020 00:00:00;   205
03.11.2020 00:00:00;   203
04.11.2020 00:00:00;   203
05.11.2020 00:00:00;   203
06.11.2020 00:00:00;   202
07.11.2020 00:00:00;   201
08.11.2020 00:00:00;   200
09.11.2020 00:00:00;   199
10.11.2020 00:00:00;   198
11.11.2020 00:00:00;   198
12.11.2020 00:00:00;   198
13.11.2020 00:00:00;   197
14.11.2020 00:00:00;   197
15.11.2020 00:00:00;   197
16.11.2020 00:00:00;   199
17.11.2020 00:00:00;   199
18.11.2020 00:00:00;   197
19.11.2020 00:00:00;   198
20.11.2020 00:00:00;   213
21.11.2020 00:00:00;   209
22.11.2020 00:00:00;   203
23.11.2020 00:00:00;   201
24.11.2020 00:00:00;   200
25.11.2020 00:00:00;   199
26.11.2020 00:00:00;   199
27.11.2020 00:00:00;   198
28.11.2020 00:00:00;   197
29.11.2020 00:00:00;   197
30.11.2020 00:00:00;   197
01.12.2020 00:00:00;   196
02.12.2020 00:00:00;   196
03.12.2020 00:00:00;   196
04.12.2020 00:00:00;   196
05.12.2020 00:00:00;   196
06.12.2020 00:00:00;   195
07.12.2020 00:00:00;   195
08.12.2020 00:00:00;   195
09.12.2020 00:00:00;   195
10.12.2020 00:00:00;   199
11.12.2020 00:00:00;   201
12.12.2020 00:00:00;   199
13.12.2020 00:00:00;   202
14.12.2020 00:00:00;   210
15.12.2020 00:00:00;   203
16.12.2020 00:00:00;   201
17.12.2020 00:00:00;   199
18.12.2020 00:00:00;   198
19.12.2020 00:00:00;   198
20.12.2020 00:00:00;   197
21.12.2020 00:00:00;   197
22.12.2020 00:00:00;   200
23.12.2020 00:00:00;   215
24.12.2020 00:00:00;   206
25.12.2020 00:00:00;   221
26.12.2020 00:00:00;   219
27.12.2020 00:00:00;   209
28.12.2020 00:00:00;   206
29.12.2020 00:00:00;   204
30.12.2020 00:00:00;   201
31.12.2020 00:00:00;   200
01.01.2021 00:00:00;   200
02.01.2021 00:00:00;   199
03.01.2021 00:00:00;   198
04.01.2021 00:00:00;   198
05.01.2021 00:00:00;   198
06.01.2021 00:00:00;   198
07.01.2021 00:00:00;   198
08.01.2021 00:00:00;   197
09.01.2021 00:00:00;   197
10.01.2021 00:00:00;   196
11.01.2021 00:00:00;   196
12.01.2021 00:00:00;   196
13.01.2021 00:00:00;   200
14.01.2021 00:00:00;   199
15.01.2021 00:00:00;   197
16.01.2021 00:00:00;   197
17.01.2021 00:00:00;   196
18.01.2021 00:00:00;   196
19.01.2021 00:00:00;   197
20.01.2021 00:00:00;   210
21.01.2021 00:00:00;   207
22.01.2021 00:00:00;   204
23.01.2021 00:00:00;   210
24.01.2021 00:00:00;   209
25.01.2021 00:00:00;   203
26.01.2021 00:00:00;   201
27.01.2021 00:00:00;   200
28.01.2021 00:00:00;   205
29.01.2021 00:00:00;   275
30.01.2021 00:00:00;   228
31.01.2021 00:00:00;   216
01.02.2021 00:00:00;   210
02.02.2021 00:00:00;   208
03.02.2021 00:00:00;   214
04.02.2021 00:00:00;   221
05.02.2021 00:00:00;   211
06.02.2021 00:00:00;   207
07.02.2021 00:00:00;   206
08.02.2021 00:00:00;   206
09.02.2021 00:00:00;   203
10.02.2021 00:00:00;   202
11.02.2021 00:00:00;   201
12.02.2021 00:00:00;   199
13.02.2021 00:00:00;   199
14.02.2021 00:00:00;   198
15.02.2021 00:00:00;   198
16.02.2021 00:00:00;   200
17.02.2021 00:00:00;   210
18.02.2021 00:00:00;   211
19.02.2021 00:00:00;   205
20.02.2021 00:00:00;   203
21.02.2021 00:00:00;   201
22.02.2021 00:00:00;   200
23.02.2021 00:00:00;   199
24.02.2021 00:00:00;   199
25.02.2021 00:00:00;   198
26.02.2021 00:00:00;   198
27.02.2021 00:00:00;   208
28.02.2021 00:00:00;   204
01.03.2021 00:00:00;   201
02.03.2021 00:00:00;   199
03.03.2021 00:00:00;   199
04.03.2021 00:00:00;   198
05.03.2021 00:00:00;   200
06.03.2021 00:00:00;   205
07.03.2021 00:00:00;   202
08.03.2021 00:00:00;   200
09.03.2021 00:00:00;   199
10.03.2021 00:00:00;   199
11.03.2021 00:00:00;   199
12.03.2021 00:00:00;   211
13.03.2021 00:00:00;   205
14.03.2021 00:00:00;   206
15.03.2021 00:00:00;   206
16.03.2021 00:00:00;   209
17.03.2021 00:00:00;   207
18.03.2021 00:00:00;   207
19.03.2021 00:00:00;   209
20.03.2021 00:00:00;   210
21.03.2021 00:00:00;   211
22.03.2021 00:00:00;   209
23.03.2021 00:00:00;   211
24.03.2021 00:00:00;   207
25.03.2021 00:00:00;   208
26.03.2021 00:00:00;   207
27.03.2021 00:00:00;   206
28.03.2021 00:00:00;   203
29.03.2021 00:00:00;   201
30.03.2021 00:00:00;   201
31.03.2021 00:00:00;   201
01.04.2021 00:00:00;   200
02.04.2021 00:00:00;   199
03.04.2021 00:00:00;   198
04.04.2021 00:00:00;   198
05.04.2021 00:00:00;   197
06.04.2021 00:00:00;   199
07.04.2021 00:00:00;   199
08.04.2021 00:00:00;   199
09.04.2021 00:00:00;   200
10.04.2021 00:00:00;   201
11.04.2021 00:00:00;   200
12.04.2021 00:00:00;   199
13.04.2021 00:00:00;   202
14.04.2021 00:00:00;   208
15.04.2021 00:00:00;   206
16.04.2021 00:00:00;   203
17.04.2021 00:00:00;   202
18.04.2021 00:00:00;   200
19.04.2021 00:00:00;   200
20.04.2021 00:00:00;   202
21.04.2021 00:00:00;   201
22.04.2021 00:00:00;   200
23.04.2021 00:00:00;   200
24.04.2021 00:00:00;   198
25.04.2021 00:00:00;   197
26.04.2021 00:00:00;   197
27.04.2021 00:00:00;   197
28.04.2021 00:00:00;   197
29.04.2021 00:00:00;   197
30.04.2021 00:00:00;   198
01.05.2021 00:00:00;   197
02.05.2021 00:00:00;   199
03.05.2021 00:00:00;   197
04.05.2021 00:00:00;   196
05.05.2021 00:00:00;   197
06.05.2021 00:00:00;   198
07.05.2021 00:00:00;   197
08.05.2021 00:00:00;   197
09.05.2021 00:00:00;   197
10.05.2021 00:00:00;   196
11.05.2021 00:00:00;   195
12.05.2021 00:00:00;   201
13.05.2021 00:00:00;   210
14.05.2021 00:00:00;   220
15.05.2021 00:00:00;   204
16.05.2021 00:00:00;   216
17.05.2021 00:00:00;   208
18.05.2021 00:00:00;   209
19.05.2021 00:00:00;   205
20.05.2021 00:00:00;   203
21.05.2021 00:00:00;   200
22.05.2021 00:00:00;   199
23.05.2021 00:00:00;   204
24.05.2021 00:00:00;   205
25.05.2021 00:00:00;   207
26.05.2021 00:00:00;   202
27.05.2021 00:00:00;   200
28.05.2021 00:00:00;   199
29.05.2021 00:00:00;   197
30.05.2021 00:00:00;   197
31.05.2021 00:00:00;   196
01.06.2021 00:00:00;   196
02.06.2021 00:00:00;   195
03.06.2021 00:00:00;   195
04.06.2021 00:00:00;   195
05.06.2021 00:00:00;   196
06.06.2021 00:00:00;   232
07.06.2021 00:00:00;   210
08.06.2021 00:00:00;   203
09.06.2021 00:00:00;   200
10.06.2021 00:00:00;   199
11.06.2021 00:00:00;   198
12.06.2021 00:00:00;   198
13.06.2021 00:00:00;   198
14.06.2021 00:00:00;   197
15.06.2021 00:00:00;   197
16.06.2021 00:00:00;   197
17.06.2021 00:00:00;   196
18.06.2021 00:00:00;   196
19.06.2021 00:00:00;   195
20.06.2021 00:00:00;   195
21.06.2021 00:00:00;   194
22.06.2021 00:00:00;   193
