Messstelle:                ;Oberkappel
23.07.2019 00:00:00;   113
24.07.2019 00:00:00;   113
25.07.2019 00:00:00;   112
26.07.2019 00:00:00;   112
27.07.2019 00:00:00;   112
28.07.2019 00:00:00;   114
29.07.2019 00:00:00;   117
30.07.2019 00:00:00;   114
31.07.2019 00:00:00;   113
01.08.2019 00:00:00;   116
02.08.2019 00:00:00;   117
03.08.2019 00:00:00;   121
04.08.2019 00:00:00;   121
05.08.2019 00:00:00;   117
06.08.2019 00:00:00;   118
07.08.2019 00:00:00;   117
08.08.2019 00:00:00;   118
09.08.2019 00:00:00;   116
10.08.2019 00:00:00;   116
11.08.2019 00:00:00;   116
12.08.2019 00:00:00;   115
13.08.2019 00:00:00;   120
14.08.2019 00:00:00;   117
15.08.2019 00:00:00;   114
16.08.2019 00:00:00;   114
17.08.2019 00:00:00;   113
18.08.2019 00:00:00;   113
19.08.2019 00:00:00;   112
20.08.2019 00:00:00;   114
21.08.2019 00:00:00;   121
22.08.2019 00:00:00;   115
23.08.2019 00:00:00;   113
24.08.2019 00:00:00;   113
25.08.2019 00:00:00;   113
26.08.2019 00:00:00;   112
27.08.2019 00:00:00;   112
28.08.2019 00:00:00;   112
29.08.2019 00:00:00;   111
30.08.2019 00:00:00;   111
31.08.2019 00:00:00;   111
01.09.2019 00:00:00;   111
02.09.2019 00:00:00;   118
03.09.2019 00:00:00;   115
04.09.2019 00:00:00;   113
05.09.2019 00:00:00;   112
06.09.2019 00:00:00;   113
07.09.2019 00:00:00;   113
08.09.2019 00:00:00;   114
09.09.2019 00:00:00;   126
10.09.2019 00:00:00;   120
11.09.2019 00:00:00;   115
12.09.2019 00:00:00;   114
13.09.2019 00:00:00;   113
14.09.2019 00:00:00;   112
15.09.2019 00:00:00;   112
16.09.2019 00:00:00;   112
17.09.2019 00:00:00;   112
18.09.2019 00:00:00;   112
19.09.2019 00:00:00;   112
20.09.2019 00:00:00;   112
21.09.2019 00:00:00;   111
22.09.2019 00:00:00;   111
23.09.2019 00:00:00;   112
24.09.2019 00:00:00;   115
25.09.2019 00:00:00;   114
26.09.2019 00:00:00;   115
27.09.2019 00:00:00;   114
28.09.2019 00:00:00;   117
29.09.2019 00:00:00;   115
30.09.2019 00:00:00;   113
01.10.2019 00:00:00;   112
02.10.2019 00:00:00;   114
03.10.2019 00:00:00;   117
04.10.2019 00:00:00;   115
05.10.2019 00:00:00;   143
06.10.2019 00:00:00;   128
07.10.2019 00:00:00;   119
08.10.2019 00:00:00;   117
09.10.2019 00:00:00;   121
10.10.2019 00:00:00;   131
11.10.2019 00:00:00;   125
12.10.2019 00:00:00;   120
13.10.2019 00:00:00;   117
14.10.2019 00:00:00;   116
15.10.2019 00:00:00;   115
16.10.2019 00:00:00;   118
17.10.2019 00:00:00;   117
18.10.2019 00:00:00;   115
19.10.2019 00:00:00;   114
20.10.2019 00:00:00;   114
21.10.2019 00:00:00;   114
22.10.2019 00:00:00;   113
23.10.2019 00:00:00;   113
24.10.2019 00:00:00;   113
25.10.2019 00:00:00;   113
26.10.2019 00:00:00;   113
27.10.2019 00:00:00;   113
28.10.2019 00:00:00;   115
29.10.2019 00:00:00;   115
30.10.2019 00:00:00;   114
31.10.2019 00:00:00;   113
01.11.2019 00:00:00;   113
02.11.2019 00:00:00;   113
03.11.2019 00:00:00;   113
04.11.2019 00:00:00;   119
05.11.2019 00:00:00;   121
06.11.2019 00:00:00;   119
07.11.2019 00:00:00;   116
08.11.2019 00:00:00;   114
09.11.2019 00:00:00;   116
10.11.2019 00:00:00;   117
11.11.2019 00:00:00;   115
12.11.2019 00:00:00;   115
13.11.2019 00:00:00;   118
14.11.2019 00:00:00;   118
15.11.2019 00:00:00;   118
16.11.2019 00:00:00;   117
17.11.2019 00:00:00;   116
18.11.2019 00:00:00;   116
19.11.2019 00:00:00;   116
20.11.2019 00:00:00;   114
21.11.2019 00:00:00;   115
22.11.2019 00:00:00;   114
23.11.2019 00:00:00;   114
24.11.2019 00:00:00;   113
25.11.2019 00:00:00;   113
26.11.2019 00:00:00;   113
27.11.2019 00:00:00;   112
28.11.2019 00:00:00;   111
29.11.2019 00:00:00;   110
30.11.2019 00:00:00;   118
01.12.2019 00:00:00;   115
02.12.2019 00:00:00;   114
03.12.2019 00:00:00;   114
04.12.2019 00:00:00;   113
05.12.2019 00:00:00;   113
06.12.2019 00:00:00;   113
07.12.2019 00:00:00;   115
08.12.2019 00:00:00;   116
09.12.2019 00:00:00;   117
10.12.2019 00:00:00;   118
11.12.2019 00:00:00;   116
12.12.2019 00:00:00;   115
13.12.2019 00:00:00;   115
14.12.2019 00:00:00;   118
15.12.2019 00:00:00;   123
16.12.2019 00:00:00;   122
17.12.2019 00:00:00;   118
18.12.2019 00:00:00;   116
19.12.2019 00:00:00;   114
20.12.2019 00:00:00;   114
21.12.2019 00:00:00;   117
22.12.2019 00:00:00;   122
23.12.2019 00:00:00;   127
24.12.2019 00:00:00;   137
25.12.2019 00:00:00;   143
26.12.2019 00:00:00;   137
27.12.2019 00:00:00;   126
28.12.2019 00:00:00;   121
29.12.2019 00:00:00;   119
30.12.2019 00:00:00;   117
31.12.2019 00:00:00;   116
01.01.2020 00:00:00;   115
02.01.2020 00:00:00;   115
03.01.2020 00:00:00;   114
04.01.2020 00:00:00;   119
05.01.2020 00:00:00;   118
06.01.2020 00:00:00;   115
07.01.2020 00:00:00;   119
08.01.2020 00:00:00;   116
09.01.2020 00:00:00;   121
10.01.2020 00:00:00;   120
11.01.2020 00:00:00;   125
12.01.2020 00:00:00;   120
13.01.2020 00:00:00;   116
14.01.2020 00:00:00;   115
15.01.2020 00:00:00;   114
16.01.2020 00:00:00;   114
17.01.2020 00:00:00;   114
18.01.2020 00:00:00;   114
19.01.2020 00:00:00;   114
20.01.2020 00:00:00;   113
21.01.2020 00:00:00;   113
22.01.2020 00:00:00;   113
23.01.2020 00:00:00;   112
24.01.2020 00:00:00;   112
25.01.2020 00:00:00;   112
26.01.2020 00:00:00;   112
27.01.2020 00:00:00;   112
28.01.2020 00:00:00;   120
29.01.2020 00:00:00;   119
30.01.2020 00:00:00;   115
31.01.2020 00:00:00;   169
01.02.2020 00:00:00;   151
02.02.2020 00:00:00;   157
03.02.2020 00:00:00;   209
04.02.2020 00:00:00;   192
05.02.2020 00:00:00;   153
06.02.2020 00:00:00;   141
07.02.2020 00:00:00;   136
08.02.2020 00:00:00;   133
09.02.2020 00:00:00;   130
10.02.2020 00:00:00;   134
11.02.2020 00:00:00;   146
12.02.2020 00:00:00;   137
13.02.2020 00:00:00;   133
14.02.2020 00:00:00;   157
15.02.2020 00:00:00;   151
16.02.2020 00:00:00;   140
17.02.2020 00:00:00;   137
18.02.2020 00:00:00;   144
19.02.2020 00:00:00;   140
20.02.2020 00:00:00;   139
21.02.2020 00:00:00;   136
22.02.2020 00:00:00;   134
23.02.2020 00:00:00;   146
24.02.2020 00:00:00;   161
25.02.2020 00:00:00;   143
26.02.2020 00:00:00;   145
27.02.2020 00:00:00;   140
28.02.2020 00:00:00;   139
29.02.2020 00:00:00;   137
01.03.2020 00:00:00;   142
02.03.2020 00:00:00;   149
03.03.2020 00:00:00;   163
04.03.2020 00:00:00;   151
05.03.2020 00:00:00;   144
06.03.2020 00:00:00;   145
07.03.2020 00:00:00;   148
08.03.2020 00:00:00;   143
09.03.2020 00:00:00;   140
10.03.2020 00:00:00;   141
11.03.2020 00:00:00;   162
12.03.2020 00:00:00;   146
13.03.2020 00:00:00;   142
14.03.2020 00:00:00;   138
15.03.2020 00:00:00;   136
16.03.2020 00:00:00;   135
17.03.2020 00:00:00;   134
18.03.2020 00:00:00;   133
19.03.2020 00:00:00;   132
20.03.2020 00:00:00;   131
21.03.2020 00:00:00;   133
22.03.2020 00:00:00;   133
23.03.2020 00:00:00;   130
24.03.2020 00:00:00;   129
25.03.2020 00:00:00;   128
26.03.2020 00:00:00;   128
27.03.2020 00:00:00;   127
28.03.2020 00:00:00;   127
29.03.2020 00:00:00;   126
30.03.2020 00:00:00;   126
31.03.2020 00:00:00;   125
01.04.2020 00:00:00;   125
02.04.2020 00:00:00;   125
03.04.2020 00:00:00;   124
04.04.2020 00:00:00;   124
05.04.2020 00:00:00;   123
06.04.2020 00:00:00;   123
07.04.2020 00:00:00;   122
08.04.2020 00:00:00;   122
09.04.2020 00:00:00;   121
10.04.2020 00:00:00;   121
11.04.2020 00:00:00;   121
12.04.2020 00:00:00;   120
13.04.2020 00:00:00;   120
14.04.2020 00:00:00;   120
15.04.2020 00:00:00;   120
16.04.2020 00:00:00;   120
17.04.2020 00:00:00;   119
18.04.2020 00:00:00;   119
19.04.2020 00:00:00;   120
20.04.2020 00:00:00;   119
21.04.2020 00:00:00;   118
22.04.2020 00:00:00;   118
23.04.2020 00:00:00;   117
24.04.2020 00:00:00;   117
25.04.2020 00:00:00;   117
26.04.2020 00:00:00;   118
27.04.2020 00:00:00;   117
28.04.2020 00:00:00;   117
29.04.2020 00:00:00;   125
30.04.2020 00:00:00;   123
01.05.2020 00:00:00;   123
02.05.2020 00:00:00;   120
03.05.2020 00:00:00;   121
04.05.2020 00:00:00;   118
05.05.2020 00:00:00;   118
06.05.2020 00:00:00;   117
07.05.2020 00:00:00;   116
08.05.2020 00:00:00;   116
09.05.2020 00:00:00;   116
10.05.2020 00:00:00;   115
11.05.2020 00:00:00;   116
12.05.2020 00:00:00;   118
13.05.2020 00:00:00;   117
14.05.2020 00:00:00;   120
15.05.2020 00:00:00;   122
16.05.2020 00:00:00;   120
17.05.2020 00:00:00;   117
18.05.2020 00:00:00;   115
19.05.2020 00:00:00;   115
20.05.2020 00:00:00;   115
21.05.2020 00:00:00;   114
22.05.2020 00:00:00;   114
23.05.2020 00:00:00;   115
24.05.2020 00:00:00;   116
25.05.2020 00:00:00;   116
26.05.2020 00:00:00;   115
27.05.2020 00:00:00;   114
28.05.2020 00:00:00;   114
29.05.2020 00:00:00;   114
30.05.2020 00:00:00;   113
31.05.2020 00:00:00;   114
01.06.2020 00:00:00;   115
02.06.2020 00:00:00;   113
03.06.2020 00:00:00;   112
04.06.2020 00:00:00;   113
05.06.2020 00:00:00;   120
06.06.2020 00:00:00;   116
07.06.2020 00:00:00;   122
08.06.2020 00:00:00;   123
09.06.2020 00:00:00;   121
10.06.2020 00:00:00;   135
11.06.2020 00:00:00;   130
12.06.2020 00:00:00;   121
13.06.2020 00:00:00;   116
14.06.2020 00:00:00;   116
15.06.2020 00:00:00;   124
16.06.2020 00:00:00;   123
17.06.2020 00:00:00;   119
18.06.2020 00:00:00;   127
19.06.2020 00:00:00;   123
20.06.2020 00:00:00;   124
21.06.2020 00:00:00;   125
22.06.2020 00:00:00;   120
23.06.2020 00:00:00;   117
24.06.2020 00:00:00;   115
25.06.2020 00:00:00;   118
26.06.2020 00:00:00;   122
27.06.2020 00:00:00;   116
28.06.2020 00:00:00;   116
29.06.2020 00:00:00;   162
30.06.2020 00:00:00;   133
01.07.2020 00:00:00;   123
02.07.2020 00:00:00;   120
03.07.2020 00:00:00;   122
04.07.2020 00:00:00;   117
05.07.2020 00:00:00;   116
06.07.2020 00:00:00;   117
07.07.2020 00:00:00;   116
08.07.2020 00:00:00;   116
09.07.2020 00:00:00;   114
10.07.2020 00:00:00;   120
11.07.2020 00:00:00;   148
12.07.2020 00:00:00;   130
13.07.2020 00:00:00;   121
14.07.2020 00:00:00;   118
15.07.2020 00:00:00;   118
16.07.2020 00:00:00;   125
17.07.2020 00:00:00;   137
18.07.2020 00:00:00;   136
19.07.2020 00:00:00;   154
20.07.2020 00:00:00;   132
21.07.2020 00:00:00;   126
22.07.2020 00:00:00;   123
23.07.2020 00:00:00;   120
24.07.2020 00:00:00;   119
25.07.2020 00:00:00;   118
26.07.2020 00:00:00;   118
27.07.2020 00:00:00;   117
28.07.2020 00:00:00;   116
29.07.2020 00:00:00;   116
30.07.2020 00:00:00;   115
31.07.2020 00:00:00;   115
01.08.2020 00:00:00;   114
02.08.2020 00:00:00;   114
03.08.2020 00:00:00;   132
04.08.2020 00:00:00;   147
05.08.2020 00:00:00;   131
06.08.2020 00:00:00;   123
07.08.2020 00:00:00;   119
08.08.2020 00:00:00;   117
09.08.2020 00:00:00;   116
10.08.2020 00:00:00;   117
11.08.2020 00:00:00;   115
12.08.2020 00:00:00;   115
13.08.2020 00:00:00;   114
14.08.2020 00:00:00;   115
15.08.2020 00:00:00;   118
16.08.2020 00:00:00;   116
17.08.2020 00:00:00;   115
18.08.2020 00:00:00;   115
19.08.2020 00:00:00;   115
20.08.2020 00:00:00;   114
21.08.2020 00:00:00;   113
22.08.2020 00:00:00;   114
23.08.2020 00:00:00;   115
24.08.2020 00:00:00;   115
25.08.2020 00:00:00;   113
26.08.2020 00:00:00;   112
27.08.2020 00:00:00;   112
28.08.2020 00:00:00;   112
29.08.2020 00:00:00;   117
30.08.2020 00:00:00;   121
31.08.2020 00:00:00;   115
01.09.2020 00:00:00;   116
02.09.2020 00:00:00;   114
03.09.2020 00:00:00;   113
04.09.2020 00:00:00;   113
05.09.2020 00:00:00;   112
06.09.2020 00:00:00;   116
07.09.2020 00:00:00;   117
08.09.2020 00:00:00;   114
09.09.2020 00:00:00;   112
10.09.2020 00:00:00;   112
11.09.2020 00:00:00;   112
12.09.2020 00:00:00;   112
13.09.2020 00:00:00;   112
14.09.2020 00:00:00;   115
15.09.2020 00:00:00;   111
16.09.2020 00:00:00;   111
17.09.2020 00:00:00;   111
18.09.2020 00:00:00;   111
19.09.2020 00:00:00;   110
20.09.2020 00:00:00;   110
21.09.2020 00:00:00;   110
22.09.2020 00:00:00;   110
23.09.2020 00:00:00;   110
24.09.2020 00:00:00;   111
25.09.2020 00:00:00;   116
26.09.2020 00:00:00;   151
27.09.2020 00:00:00;   142
28.09.2020 00:00:00;   125
29.09.2020 00:00:00;   120
30.09.2020 00:00:00;   116
01.10.2020 00:00:00;   115
02.10.2020 00:00:00;   114
03.10.2020 00:00:00;   113
04.10.2020 00:00:00;   113
05.10.2020 00:00:00;   113
06.10.2020 00:00:00;   114
07.10.2020 00:00:00;   118
08.10.2020 00:00:00;   123
09.10.2020 00:00:00;   117
10.10.2020 00:00:00;   116
11.10.2020 00:00:00;   118
12.10.2020 00:00:00;   121
13.10.2020 00:00:00;   117
14.10.2020 00:00:00;   128
15.10.2020 00:00:00;   135
16.10.2020 00:00:00;   126
17.10.2020 00:00:00;   123
18.10.2020 00:00:00;   120
19.10.2020 00:00:00;   118
20.10.2020 00:00:00;   117
21.10.2020 00:00:00;   116
22.10.2020 00:00:00;   115
23.10.2020 00:00:00;   115
24.10.2020 00:00:00;   122
25.10.2020 00:00:00;   121
26.10.2020 00:00:00;   118
27.10.2020 00:00:00;   125
28.10.2020 00:00:00;   122
29.10.2020 00:00:00;   132
30.10.2020 00:00:00;   163
31.10.2020 00:00:00;   141
01.11.2020 00:00:00;   131
02.11.2020 00:00:00;   141
03.11.2020 00:00:00;   131
04.11.2020 00:00:00;   146
05.11.2020 00:00:00;   133
06.11.2020 00:00:00;   129
07.11.2020 00:00:00;   126
08.11.2020 00:00:00;   124
09.11.2020 00:00:00;   123
10.11.2020 00:00:00;   122
11.11.2020 00:00:00;   121
12.11.2020 00:00:00;   121
13.11.2020 00:00:00;   120
14.11.2020 00:00:00;   120
15.11.2020 00:00:00;   119
16.11.2020 00:00:00;   119
17.11.2020 00:00:00;   119
18.11.2020 00:00:00;   119
19.11.2020 00:00:00;   119
20.11.2020 00:00:00;   122
21.11.2020 00:00:00;   120
22.11.2020 00:00:00;   119
23.11.2020 00:00:00;   119
24.11.2020 00:00:00;   118
25.11.2020 00:00:00;   118
26.11.2020 00:00:00;   117
27.11.2020 00:00:00;   117
28.11.2020 00:00:00;   117
29.11.2020 00:00:00;   117
30.11.2020 00:00:00;   116
01.12.2020 00:00:00;   116
02.12.2020 00:00:00;   116
03.12.2020 00:00:00;   116
04.12.2020 00:00:00;   116
05.12.2020 00:00:00;   116
06.12.2020 00:00:00;   116
07.12.2020 00:00:00;   116
08.12.2020 00:00:00;   116
09.12.2020 00:00:00;   116
10.12.2020 00:00:00;   116
11.12.2020 00:00:00;   116
12.12.2020 00:00:00;   116
13.12.2020 00:00:00;   116
14.12.2020 00:00:00;   114
15.12.2020 00:00:00;   116
16.12.2020 00:00:00;   116
17.12.2020 00:00:00;   115
18.12.2020 00:00:00;   115
19.12.2020 00:00:00;   115
20.12.2020 00:00:00;   115
21.12.2020 00:00:00;   118
22.12.2020 00:00:00;   124
23.12.2020 00:00:00;   135
24.12.2020 00:00:00;   134
25.12.2020 00:00:00;   142
26.12.2020 00:00:00;   130
27.12.2020 00:00:00;   125
28.12.2020 00:00:00;   122
29.12.2020 00:00:00;   121
30.12.2020 00:00:00;   119
31.12.2020 00:00:00;   119
01.01.2021 00:00:00;   118
02.01.2021 00:00:00;   117
03.01.2021 00:00:00;   117
04.01.2021 00:00:00;   117
05.01.2021 00:00:00;   117
06.01.2021 00:00:00;   117
07.01.2021 00:00:00;   117
08.01.2021 00:00:00;   117
09.01.2021 00:00:00;   117
10.01.2021 00:00:00;   116
11.01.2021 00:00:00;   114
12.01.2021 00:00:00;   117
13.01.2021 00:00:00;   118
14.01.2021 00:00:00;   117
15.01.2021 00:00:00;   116
16.01.2021 00:00:00;   116
17.01.2021 00:00:00;   116
18.01.2021 00:00:00;   116
19.01.2021 00:00:00;   116
20.01.2021 00:00:00;   117
21.01.2021 00:00:00;   117
22.01.2021 00:00:00;   117
23.01.2021 00:00:00;   119
24.01.2021 00:00:00;   118
25.01.2021 00:00:00;   117
26.01.2021 00:00:00;   117
27.01.2021 00:00:00;   117
28.01.2021 00:00:00;   119
29.01.2021 00:00:00;   187
30.01.2021 00:00:00;   207
31.01.2021 00:00:00;   160
01.02.2021 00:00:00;   144
02.02.2021 00:00:00;   150
03.02.2021 00:00:00;   208
04.02.2021 00:00:00;   194
05.02.2021 00:00:00;   164
06.02.2021 00:00:00;   158
07.02.2021 00:00:00;   154
08.02.2021 00:00:00;   149
09.02.2021 00:00:00;   145
10.02.2021 00:00:00;   142
11.02.2021 00:00:00;   139
12.02.2021 00:00:00;   136
13.02.2021 00:00:00;   134
14.02.2021 00:00:00;   133
15.02.2021 00:00:00;   132
16.02.2021 00:00:00;   133
17.02.2021 00:00:00;   137
18.02.2021 00:00:00;   137
19.02.2021 00:00:00;   136
20.02.2021 00:00:00;   135
21.02.2021 00:00:00;   134
22.02.2021 00:00:00;   133
23.02.2021 00:00:00;   132
24.02.2021 00:00:00;   132
25.02.2021 00:00:00;   132
26.02.2021 00:00:00;   131
27.02.2021 00:00:00;   131
28.02.2021 00:00:00;   129
01.03.2021 00:00:00;   128
02.03.2021 00:00:00;   127
03.03.2021 00:00:00;   127
04.03.2021 00:00:00;   127
05.03.2021 00:00:00;   131
06.03.2021 00:00:00;   129
07.03.2021 00:00:00;   126
08.03.2021 00:00:00;   125
09.03.2021 00:00:00;   125
10.03.2021 00:00:00;   125
11.03.2021 00:00:00;   126
12.03.2021 00:00:00;   131
13.03.2021 00:00:00;   128
14.03.2021 00:00:00;   140
15.03.2021 00:00:00;   137
16.03.2021 00:00:00;   136
17.03.2021 00:00:00;   132
18.03.2021 00:00:00;   131
19.03.2021 00:00:00;   130
20.03.2021 00:00:00;   128
21.03.2021 00:00:00;   127
22.03.2021 00:00:00;   129
23.03.2021 00:00:00;   126
24.03.2021 00:00:00;   126
25.03.2021 00:00:00;   127
26.03.2021 00:00:00;   127
27.03.2021 00:00:00;   126
28.03.2021 00:00:00;   126
29.03.2021 00:00:00;   127
30.03.2021 00:00:00;   125
31.03.2021 00:00:00;   123
01.04.2021 00:00:00;   123
02.04.2021 00:00:00;   122
03.04.2021 00:00:00;   122
04.04.2021 00:00:00;   122
05.04.2021 00:00:00;   121
06.04.2021 00:00:00;   122
07.04.2021 00:00:00;   122
08.04.2021 00:00:00;   123
09.04.2021 00:00:00;   123
10.04.2021 00:00:00;   125
11.04.2021 00:00:00;   125
12.04.2021 00:00:00;   123
13.04.2021 00:00:00;   125
14.04.2021 00:00:00;   125
15.04.2021 00:00:00;   123
16.04.2021 00:00:00;   122
17.04.2021 00:00:00;   121
18.04.2021 00:00:00;   121
19.04.2021 00:00:00;   123
20.04.2021 00:00:00;   124
21.04.2021 00:00:00;   125
22.04.2021 00:00:00;   122
23.04.2021 00:00:00;   121
24.04.2021 00:00:00;   120
25.04.2021 00:00:00;   119
26.04.2021 00:00:00;   119
27.04.2021 00:00:00;   119
28.04.2021 00:00:00;   118
29.04.2021 00:00:00;   118
30.04.2021 00:00:00;   118
01.05.2021 00:00:00;   123
02.05.2021 00:00:00;   141
03.05.2021 00:00:00;   129
04.05.2021 00:00:00;   123
05.05.2021 00:00:00;   122
06.05.2021 00:00:00;   121
07.05.2021 00:00:00;   129
08.05.2021 00:00:00;   125
09.05.2021 00:00:00;   122
10.05.2021 00:00:00;   120
11.05.2021 00:00:00;   119
12.05.2021 00:00:00;   135
13.05.2021 00:00:00;   164
14.05.2021 00:00:00;   158
15.05.2021 00:00:00;   137
16.05.2021 00:00:00;   134
17.05.2021 00:00:00;   132
18.05.2021 00:00:00;   140
19.05.2021 00:00:00;   133
20.05.2021 00:00:00;   137
21.05.2021 00:00:00;   131
22.05.2021 00:00:00;   131
23.05.2021 00:00:00;   131
24.05.2021 00:00:00;   131
25.05.2021 00:00:00;   131
26.05.2021 00:00:00;   129
27.05.2021 00:00:00;   128
28.05.2021 00:00:00;   126
29.05.2021 00:00:00;   127
30.05.2021 00:00:00;   126
31.05.2021 00:00:00;   124
01.06.2021 00:00:00;   123
02.06.2021 00:00:00;   122
03.06.2021 00:00:00;   122
04.06.2021 00:00:00;   121
05.06.2021 00:00:00;   125
06.06.2021 00:00:00;   159
07.06.2021 00:00:00;   130
08.06.2021 00:00:00;   125
09.06.2021 00:00:00;   126
10.06.2021 00:00:00;   125
11.06.2021 00:00:00;   124
12.06.2021 00:00:00;   123
13.06.2021 00:00:00;   122
14.06.2021 00:00:00;   121
15.06.2021 00:00:00;   120
16.06.2021 00:00:00;   120
17.06.2021 00:00:00;   119
18.06.2021 00:00:00;   118
19.06.2021 00:00:00;   118
20.06.2021 00:00:00;   118
21.06.2021 00:00:00;   117
22.06.2021 00:00:00;   133
23.06.2021 00:00:00;   125
24.06.2021 00:00:00;   148
25.06.2021 00:00:00;   167
26.06.2021 00:00:00;   131
27.06.2021 00:00:00;   125
28.06.2021 00:00:00;   123
29.06.2021 00:00:00;   122
30.06.2021 00:00:00;   123
01.07.2021 00:00:00;   128
02.07.2021 00:00:00;   133
03.07.2021 00:00:00;   128
04.07.2021 00:00:00;   125
05.07.2021 00:00:00;   124
06.07.2021 00:00:00;   121
07.07.2021 00:00:00;   120
08.07.2021 00:00:00;   120
09.07.2021 00:00:00;   129
10.07.2021 00:00:00;   123
11.07.2021 00:00:00;   121
12.07.2021 00:00:00;   121
13.07.2021 00:00:00;   119
14.07.2021 00:00:00;   122
15.07.2021 00:00:00;   122
16.07.2021 00:00:00;   120
17.07.2021 00:00:00;   119
18.07.2021 00:00:00;   121
19.07.2021 00:00:00;   123
20.07.2021 00:00:00;   124
21.07.2021 00:00:00;   119
22.07.2021 00:00:00;   117
23.07.2021 00:00:00;   117
24.07.2021 00:00:00;   116
25.07.2021 00:00:00;   125
26.07.2021 00:00:00;   133
27.07.2021 00:00:00;   161
28.07.2021 00:00:00;   127
29.07.2021 00:00:00;   122
30.07.2021 00:00:00;   120
31.07.2021 00:00:00;   130
01.08.2021 00:00:00;   123
02.08.2021 00:00:00;   134
03.08.2021 00:00:00;   130
04.08.2021 00:00:00;   129
05.08.2021 00:00:00;   141
06.08.2021 00:00:00;   135
07.08.2021 00:00:00;   131
08.08.2021 00:00:00;   141
09.08.2021 00:00:00;   131
10.08.2021 00:00:00;   126
11.08.2021 00:00:00;   123
12.08.2021 00:00:00;   122
13.08.2021 00:00:00;   121
14.08.2021 00:00:00;   121
15.08.2021 00:00:00;   121
16.08.2021 00:00:00;   129
17.08.2021 00:00:00;   131
18.08.2021 00:00:00;   125
19.08.2021 00:00:00;   123
20.08.2021 00:00:00;   121
21.08.2021 00:00:00;   120
22.08.2021 00:00:00;   120
23.08.2021 00:00:00;   128
24.08.2021 00:00:00;   133
25.08.2021 00:00:00;   125
26.08.2021 00:00:00;   124
27.08.2021 00:00:00;   139
28.08.2021 00:00:00;   142
29.08.2021 00:00:00;   138
30.08.2021 00:00:00;   131
31.08.2021 00:00:00;   134
01.09.2021 00:00:00;   130
02.09.2021 00:00:00;   125
03.09.2021 00:00:00;   123
04.09.2021 00:00:00;   122
05.09.2021 00:00:00;   121
06.09.2021 00:00:00;   120
07.09.2021 00:00:00;   120
08.09.2021 00:00:00;   120
09.09.2021 00:00:00;   119
10.09.2021 00:00:00;   119
11.09.2021 00:00:00;   119
12.09.2021 00:00:00;   118
13.09.2021 00:00:00;   118
14.09.2021 00:00:00;   118
15.09.2021 00:00:00;   118
16.09.2021 00:00:00;   118
17.09.2021 00:00:00;   119
18.09.2021 00:00:00;   118
19.09.2021 00:00:00;   117
20.09.2021 00:00:00;   117
21.09.2021 00:00:00;   117
22.09.2021 00:00:00;   117
