Messstelle:                ;Kleinstetteldorf
11.01.2015 00:00:00;   170
12.01.2015 00:00:00;   170
13.01.2015 00:00:00;   170
14.01.2015 00:00:00;   170
15.01.2015 00:00:00;   170
16.01.2015 00:00:00;   170
17.01.2015 00:00:00;   169
18.01.2015 00:00:00;   169
19.01.2015 00:00:00;   169
20.01.2015 00:00:00;   169
21.01.2015 00:00:00;   169
22.01.2015 00:00:00;   169
23.01.2015 00:00:00;   169
24.01.2015 00:00:00;   169
25.01.2015 00:00:00;   169
26.01.2015 00:00:00;   169
27.01.2015 00:00:00;   169
28.01.2015 00:00:00;   169
29.01.2015 00:00:00;   169
30.01.2015 00:00:00;   169
31.01.2015 00:00:00;   169
01.02.2015 00:00:00;   169
02.02.2015 00:00:00;   169
03.02.2015 00:00:00;   169
04.02.2015 00:00:00;   169
05.02.2015 00:00:00;   169
06.02.2015 00:00:00;   169
07.02.2015 00:00:00;   169
08.02.2015 00:00:00;   169
09.02.2015 00:00:00;   169
10.02.2015 00:00:00;   169
11.02.2015 00:00:00;   169
12.02.2015 00:00:00;   169
13.02.2015 00:00:00;   169
14.02.2015 00:00:00;   169
15.02.2015 00:00:00;   169
16.02.2015 00:00:00;   169
17.02.2015 00:00:00;   169
18.02.2015 00:00:00;   169
19.02.2015 00:00:00;   169
20.02.2015 00:00:00;   169
21.02.2015 00:00:00;   169
22.02.2015 00:00:00;   169
23.02.2015 00:00:00;   168
24.02.2015 00:00:00;   169
25.02.2015 00:00:00;   169
26.02.2015 00:00:00;   169
27.02.2015 00:00:00;   169
28.02.2015 00:00:00;   169
01.03.2015 00:00:00;   169
02.03.2015 00:00:00;   169
03.03.2015 00:00:00;   170
04.03.2015 00:00:00;   169
05.03.2015 00:00:00;   169
06.03.2015 00:00:00;   169
07.03.2015 00:00:00;   169
08.03.2015 00:00:00;   169
09.03.2015 00:00:00;   169
10.03.2015 00:00:00;   169
11.03.2015 00:00:00;   170
12.03.2015 00:00:00;   170
13.03.2015 00:00:00;   170
14.03.2015 00:00:00;   169
15.03.2015 00:00:00;   169
16.03.2015 00:00:00;   169
17.03.2015 00:00:00;   169
18.03.2015 00:00:00;   169
19.03.2015 00:00:00;   168
20.03.2015 00:00:00;   168
21.03.2015 00:00:00;   168
22.03.2015 00:00:00;   168
23.03.2015 00:00:00;   169
24.03.2015 00:00:00;   169
25.03.2015 00:00:00;   169
26.03.2015 00:00:00;   169
27.03.2015 00:00:00;   169
28.03.2015 00:00:00;   169
29.03.2015 00:00:00;   169
30.03.2015 00:00:00;   169
31.03.2015 00:00:00;   170
01.04.2015 00:00:00;   170
02.04.2015 00:00:00;   169
03.04.2015 00:00:00;   169
04.04.2015 00:00:00;   169
05.04.2015 00:00:00;   169
06.04.2015 00:00:00;   169
07.04.2015 00:00:00;   169
08.04.2015 00:00:00;   169
09.04.2015 00:00:00;   169
10.04.2015 00:00:00;   169
11.04.2015 00:00:00;   169
12.04.2015 00:00:00;   169
13.04.2015 00:00:00;   168
14.04.2015 00:00:00;   168
15.04.2015 00:00:00;   168
16.04.2015 00:00:00;   168
17.04.2015 00:00:00;   168
18.04.2015 00:00:00;   168
19.04.2015 00:00:00;   168
20.04.2015 00:00:00;   168
21.04.2015 00:00:00;   168
22.04.2015 00:00:00;   168
23.04.2015 00:00:00;   168
24.04.2015 00:00:00;   168
25.04.2015 00:00:00;   168
26.04.2015 00:00:00;   168
27.04.2015 00:00:00;   168
28.04.2015 00:00:00;   168
29.04.2015 00:00:00;   169
30.04.2015 00:00:00;   168
01.05.2015 00:00:00;   168
02.05.2015 00:00:00;   168
03.05.2015 00:00:00;   168
04.05.2015 00:00:00;   169
05.05.2015 00:00:00;   168
06.05.2015 00:00:00;   169
07.05.2015 00:00:00;   168
08.05.2015 00:00:00;   168
09.05.2015 00:00:00;   167
10.05.2015 00:00:00;   167
11.05.2015 00:00:00;   167
12.05.2015 00:00:00;   167
13.05.2015 00:00:00;   167
14.05.2015 00:00:00;   167
15.05.2015 00:00:00;   167
16.05.2015 00:00:00;   167
17.05.2015 00:00:00;   167
18.05.2015 00:00:00;   166
19.05.2015 00:00:00;   166
20.05.2015 00:00:00;   166
21.05.2015 00:00:00;   166
22.05.2015 00:00:00;   166
23.05.2015 00:00:00;   170
24.05.2015 00:00:00;   170
25.05.2015 00:00:00;   169
26.05.2015 00:00:00;   168
27.05.2015 00:00:00;   168
28.05.2015 00:00:00;   168
29.05.2015 00:00:00;   168
30.05.2015 00:00:00;   167
31.05.2015 00:00:00;   167
01.06.2015 00:00:00;   167
02.06.2015 00:00:00;   167
03.06.2015 00:00:00;   166
04.06.2015 00:00:00;   166
05.06.2015 00:00:00;   166
06.06.2015 00:00:00;   166
07.06.2015 00:00:00;   166
08.06.2015 00:00:00;   166
09.06.2015 00:00:00;   166
10.06.2015 00:00:00;   166
11.06.2015 00:00:00;   166
12.06.2015 00:00:00;   166
13.06.2015 00:00:00;   165
14.06.2015 00:00:00;   165
15.06.2015 00:00:00;   165
16.06.2015 00:00:00;   165
17.06.2015 00:00:00;   165
18.06.2015 00:00:00;   165
19.06.2015 00:00:00;   165
20.06.2015 00:00:00;   167
21.06.2015 00:00:00;   166
22.06.2015 00:00:00;   166
23.06.2015 00:00:00;   167
24.06.2015 00:00:00;   166
25.06.2015 00:00:00;   166
26.06.2015 00:00:00;   166
27.06.2015 00:00:00;   166
28.06.2015 00:00:00;   166
29.06.2015 00:00:00;   166
30.06.2015 00:00:00;   166
01.07.2015 00:00:00;   165
02.07.2015 00:00:00;   165
03.07.2015 00:00:00;   165
04.07.2015 00:00:00;   165
05.07.2015 00:00:00;   164
06.07.2015 00:00:00;   164
07.07.2015 00:00:00;   164
08.07.2015 00:00:00;   166
09.07.2015 00:00:00;   167
10.07.2015 00:00:00;   166
11.07.2015 00:00:00;   166
12.07.2015 00:00:00;   166
13.07.2015 00:00:00;   165
14.07.2015 00:00:00;   165
15.07.2015 00:00:00;   165
16.07.2015 00:00:00;   165
17.07.2015 00:00:00;   165
18.07.2015 00:00:00;   165
19.07.2015 00:00:00;   165
20.07.2015 00:00:00;   165
21.07.2015 00:00:00;   165
22.07.2015 00:00:00;   165
23.07.2015 00:00:00;   165
24.07.2015 00:00:00;   165
25.07.2015 00:00:00;   165
26.07.2015 00:00:00;   165
27.07.2015 00:00:00;   165
28.07.2015 00:00:00;   166
29.07.2015 00:00:00;   166
30.07.2015 00:00:00;   165
31.07.2015 00:00:00;   165
01.08.2015 00:00:00;   165
02.08.2015 00:00:00;   165
03.08.2015 00:00:00;   165
04.08.2015 00:00:00;   165
05.08.2015 00:00:00;   165
06.08.2015 00:00:00;   165
07.08.2015 00:00:00;   165
08.08.2015 00:00:00;   165
09.08.2015 00:00:00;   164
10.08.2015 00:00:00;   164
11.08.2015 00:00:00;   164
12.08.2015 00:00:00;   164
13.08.2015 00:00:00;   164
14.08.2015 00:00:00;   164
15.08.2015 00:00:00;   164
16.08.2015 00:00:00;   164
17.08.2015 00:00:00;   171
18.08.2015 00:00:00;   169
19.08.2015 00:00:00;   167
20.08.2015 00:00:00;   170
21.08.2015 00:00:00;   167
22.08.2015 00:00:00;   167
23.08.2015 00:00:00;   166
24.08.2015 00:00:00;   166
25.08.2015 00:00:00;   166
26.08.2015 00:00:00;   166
27.08.2015 00:00:00;   166
28.08.2015 00:00:00;   166
29.08.2015 00:00:00;   166
30.08.2015 00:00:00;   166
31.08.2015 00:00:00;   165
01.09.2015 00:00:00;   165
02.09.2015 00:00:00;   166
03.09.2015 00:00:00;   166
04.09.2015 00:00:00;   170
05.09.2015 00:00:00;   167
06.09.2015 00:00:00;   167
07.09.2015 00:00:00;   166
08.09.2015 00:00:00;   166
09.09.2015 00:00:00;   166
10.09.2015 00:00:00;   167
11.09.2015 00:00:00;   166
12.09.2015 00:00:00;   166
13.09.2015 00:00:00;   166
14.09.2015 00:00:00;   166
15.09.2015 00:00:00;   166
16.09.2015 00:00:00;   166
17.09.2015 00:00:00;   166
18.09.2015 00:00:00;   166
19.09.2015 00:00:00;   166
20.09.2015 00:00:00;   166
21.09.2015 00:00:00;   165
22.09.2015 00:00:00;   165
23.09.2015 00:00:00;   166
24.09.2015 00:00:00;   166
25.09.2015 00:00:00;   166
26.09.2015 00:00:00;   167
27.09.2015 00:00:00;   166
28.09.2015 00:00:00;   166
29.09.2015 00:00:00;   165
30.09.2015 00:00:00;   165
01.10.2015 00:00:00;   166
02.10.2015 00:00:00;   166
03.10.2015 00:00:00;   166
04.10.2015 00:00:00;   166
05.10.2015 00:00:00;   165
06.10.2015 00:00:00;   165
07.10.2015 00:00:00;   166
08.10.2015 00:00:00;   167
09.10.2015 00:00:00;   168
10.10.2015 00:00:00;   167
11.10.2015 00:00:00;   167
12.10.2015 00:00:00;   167
13.10.2015 00:00:00;   167
14.10.2015 00:00:00;   169
15.10.2015 00:00:00;   168
16.10.2015 00:00:00;   168
17.10.2015 00:00:00;   168
18.10.2015 00:00:00;   168
19.10.2015 00:00:00;   169
20.10.2015 00:00:00;   175
21.10.2015 00:00:00;   171
22.10.2015 00:00:00;   170
23.10.2015 00:00:00;   170
24.10.2015 00:00:00;   169
25.10.2015 00:00:00;   169
26.10.2015 00:00:00;   169
27.10.2015 00:00:00;   168
28.10.2015 00:00:00;   167
29.10.2015 00:00:00;   167
30.10.2015 00:00:00;   167
31.10.2015 00:00:00;   167
01.11.2015 00:00:00;   167
02.11.2015 00:00:00;   167
03.11.2015 00:00:00;   167
04.11.2015 00:00:00;   167
05.11.2015 00:00:00;   167
06.11.2015 00:00:00;   167
07.11.2015 00:00:00;   167
08.11.2015 00:00:00;   167
09.11.2015 00:00:00;   167
10.11.2015 00:00:00;   167
11.11.2015 00:00:00;   167
12.11.2015 00:00:00;   167
13.11.2015 00:00:00;   167
14.11.2015 00:00:00;   167
15.11.2015 00:00:00;   167
16.11.2015 00:00:00;   167
17.11.2015 00:00:00;   167
18.11.2015 00:00:00;   167
19.11.2015 00:00:00;   167
20.11.2015 00:00:00;   168
21.11.2015 00:00:00;   170
22.11.2015 00:00:00;   169
23.11.2015 00:00:00;   168
24.11.2015 00:00:00;   168
25.11.2015 00:00:00;   168
26.11.2015 00:00:00;   168
27.11.2015 00:00:00;   168
28.11.2015 00:00:00;   168
29.11.2015 00:00:00;   168
30.11.2015 00:00:00;   168
01.12.2015 00:00:00;   168
02.12.2015 00:00:00;   169
03.12.2015 00:00:00;   169
04.12.2015 00:00:00;   169
05.12.2015 00:00:00;   168
06.12.2015 00:00:00;   168
07.12.2015 00:00:00;   168
08.12.2015 00:00:00;   168
09.12.2015 00:00:00;   168
10.12.2015 00:00:00;   170
11.12.2015 00:00:00;   170
12.12.2015 00:00:00;   170
13.12.2015 00:00:00;   170
14.12.2015 00:00:00;   169
15.12.2015 00:00:00;   169
16.12.2015 00:00:00;   169
17.12.2015 00:00:00;   169
18.12.2015 00:00:00;   168
19.12.2015 00:00:00;   168
20.12.2015 00:00:00;   168
21.12.2015 00:00:00;   168
22.12.2015 00:00:00;   168
23.12.2015 00:00:00;   168
24.12.2015 00:00:00;   168
25.12.2015 00:00:00;   168
26.12.2015 00:00:00;   168
27.12.2015 00:00:00;   168
28.12.2015 00:00:00;   168
29.12.2015 00:00:00;   168
30.12.2015 00:00:00;   168
31.12.2015 00:00:00;   168
01.01.2016 00:00:00;   168
02.01.2016 00:00:00;   168
03.01.2016 00:00:00;   168
04.01.2016 00:00:00;   168
05.01.2016 00:00:00;   168
06.01.2016 00:00:00;   168
07.01.2016 00:00:00;   168
08.01.2016 00:00:00;   168
09.01.2016 00:00:00;   168
10.01.2016 00:00:00;   168
11.01.2016 00:00:00;   168
12.01.2016 00:00:00;   168
13.01.2016 00:00:00;   167
14.01.2016 00:00:00;   167
15.01.2016 00:00:00;   167
16.01.2016 00:00:00;   167
17.01.2016 00:00:00;   167
18.01.2016 00:00:00;   167
19.01.2016 00:00:00;   167
20.01.2016 00:00:00;   168
21.01.2016 00:00:00;   168
22.01.2016 00:00:00;   168
23.01.2016 00:00:00;   168
24.01.2016 00:00:00;   168
25.01.2016 00:00:00;   168
26.01.2016 00:00:00;   168
27.01.2016 00:00:00;   168
28.01.2016 00:00:00;   168
29.01.2016 00:00:00;   168
30.01.2016 00:00:00;   168
31.01.2016 00:00:00;   168
01.02.2016 00:00:00;   170
02.02.2016 00:00:00;   170
03.02.2016 00:00:00;   169
04.02.2016 00:00:00;   169
05.02.2016 00:00:00;   168
06.02.2016 00:00:00;   168
07.02.2016 00:00:00;   167
08.02.2016 00:00:00;   167
09.02.2016 00:00:00;   167
10.02.2016 00:00:00;   168
11.02.2016 00:00:00;   168
12.02.2016 00:00:00;   167
13.02.2016 00:00:00;   168
14.02.2016 00:00:00;   168
15.02.2016 00:00:00;   167
16.02.2016 00:00:00;   167
17.02.2016 00:00:00;   168
18.02.2016 00:00:00;   171
19.02.2016 00:00:00;   179
20.02.2016 00:00:00;   176
21.02.2016 00:00:00;   173
22.02.2016 00:00:00;   172
23.02.2016 00:00:00;   172
24.02.2016 00:00:00;   171
25.02.2016 00:00:00;   171
26.02.2016 00:00:00;   171
27.02.2016 00:00:00;   170
28.02.2016 00:00:00;   170
29.02.2016 00:00:00;   171
01.03.2016 00:00:00;   171
02.03.2016 00:00:00;   170
03.03.2016 00:00:00;   170
04.03.2016 00:00:00;   170
05.03.2016 00:00:00;   170
06.03.2016 00:00:00;   170
07.03.2016 00:00:00;   170
08.03.2016 00:00:00;   170
09.03.2016 00:00:00;   170
10.03.2016 00:00:00;   170
11.03.2016 00:00:00;   170
12.03.2016 00:00:00;   170
13.03.2016 00:00:00;   170
14.03.2016 00:00:00;   170
15.03.2016 00:00:00;   171
16.03.2016 00:00:00;   171
17.03.2016 00:00:00;   170
18.03.2016 00:00:00;   170
19.03.2016 00:00:00;   170
20.03.2016 00:00:00;   169
21.03.2016 00:00:00;   169
22.03.2016 00:00:00;   170
23.03.2016 00:00:00;   170
24.03.2016 00:00:00;   170
25.03.2016 00:00:00;   170
26.03.2016 00:00:00;   170
27.03.2016 00:00:00;   170
28.03.2016 00:00:00;   170
29.03.2016 00:00:00;   170
30.03.2016 00:00:00;   169
31.03.2016 00:00:00;   169
01.04.2016 00:00:00;   169
02.04.2016 00:00:00;   168
03.04.2016 00:00:00;   168
04.04.2016 00:00:00;   168
05.04.2016 00:00:00;   168
06.04.2016 00:00:00;   168
07.04.2016 00:00:00;   168
08.04.2016 00:00:00;   170
09.04.2016 00:00:00;   172
10.04.2016 00:00:00;   171
11.04.2016 00:00:00;   171
12.04.2016 00:00:00;   171
13.04.2016 00:00:00;   170
14.04.2016 00:00:00;   174
15.04.2016 00:00:00;   172
16.04.2016 00:00:00;   171
17.04.2016 00:00:00;   171
18.04.2016 00:00:00;   170
19.04.2016 00:00:00;   170
20.04.2016 00:00:00;   170
21.04.2016 00:00:00;   169
22.04.2016 00:00:00;   169
23.04.2016 00:00:00;   168
24.04.2016 00:00:00;   168
25.04.2016 00:00:00;   168
26.04.2016 00:00:00;   168
27.04.2016 00:00:00;   168
28.04.2016 00:00:00;   167
29.04.2016 00:00:00;   168
30.04.2016 00:00:00;   168
01.05.2016 00:00:00;   168
02.05.2016 00:00:00;   168
03.05.2016 00:00:00;   168
04.05.2016 00:00:00;   169
05.05.2016 00:00:00;   168
06.05.2016 00:00:00;   168
07.05.2016 00:00:00;   168
08.05.2016 00:00:00;   168
09.05.2016 00:00:00;   168
10.05.2016 00:00:00;   168
11.05.2016 00:00:00;   168
12.05.2016 00:00:00;   169
13.05.2016 00:00:00;   176
14.05.2016 00:00:00;   172
15.05.2016 00:00:00;   170
16.05.2016 00:00:00;   170
17.05.2016 00:00:00;   169
18.05.2016 00:00:00;   169
19.05.2016 00:00:00;   169
20.05.2016 00:00:00;   169
21.05.2016 00:00:00;   169
22.05.2016 00:00:00;   168
23.05.2016 00:00:00;   168
24.05.2016 00:00:00;   170
25.05.2016 00:00:00;   169
26.05.2016 00:00:00;   169
27.05.2016 00:00:00;   168
28.05.2016 00:00:00;   168
29.05.2016 00:00:00;   169
30.05.2016 00:00:00;   168
31.05.2016 00:00:00;   167
01.06.2016 00:00:00;   167
02.06.2016 00:00:00;   167
03.06.2016 00:00:00;   174
04.06.2016 00:00:00;   173
05.06.2016 00:00:00;   173
06.06.2016 00:00:00;   172
07.06.2016 00:00:00;   170
08.06.2016 00:00:00;   168
09.06.2016 00:00:00;   168
10.06.2016 00:00:00;   168
11.06.2016 00:00:00;   168
12.06.2016 00:00:00;   168
13.06.2016 00:00:00;   169
14.06.2016 00:00:00;   168
15.06.2016 00:00:00;   168
16.06.2016 00:00:00;   168
17.06.2016 00:00:00;   168
18.06.2016 00:00:00;   168
19.06.2016 00:00:00;   168
20.06.2016 00:00:00;   171
21.06.2016 00:00:00;   169
22.06.2016 00:00:00;   168
23.06.2016 00:00:00;   168
24.06.2016 00:00:00;   168
25.06.2016 00:00:00;   167
26.06.2016 00:00:00;   168
27.06.2016 00:00:00;   171
28.06.2016 00:00:00;   169
29.06.2016 00:00:00;   168
30.06.2016 00:00:00;   168
01.07.2016 00:00:00;   168
02.07.2016 00:00:00;   168
03.07.2016 00:00:00;   177
04.07.2016 00:00:00;   170
05.07.2016 00:00:00;   168
06.07.2016 00:00:00;   168
07.07.2016 00:00:00;   168
08.07.2016 00:00:00;   168
09.07.2016 00:00:00;   168
10.07.2016 00:00:00;   168
11.07.2016 00:00:00;   168
12.07.2016 00:00:00;   169
13.07.2016 00:00:00;   174
14.07.2016 00:00:00;   178
15.07.2016 00:00:00;   173
16.07.2016 00:00:00;   171
17.07.2016 00:00:00;   170
18.07.2016 00:00:00;   169
19.07.2016 00:00:00;   168
20.07.2016 00:00:00;   168
21.07.2016 00:00:00;   168
22.07.2016 00:00:00;   168
23.07.2016 00:00:00;   167
24.07.2016 00:00:00;   173
25.07.2016 00:00:00;   169
26.07.2016 00:00:00;   169
27.07.2016 00:00:00;   169
28.07.2016 00:00:00;   173
29.07.2016 00:00:00;   170
30.07.2016 00:00:00;   169
31.07.2016 00:00:00;   173
01.08.2016 00:00:00;   182
02.08.2016 00:00:00;   175
03.08.2016 00:00:00;   172
04.08.2016 00:00:00;   171
05.08.2016 00:00:00;   170
06.08.2016 00:00:00;   170
07.08.2016 00:00:00;   169
08.08.2016 00:00:00;   169
09.08.2016 00:00:00;   169
10.08.2016 00:00:00;   172
11.08.2016 00:00:00;   172
12.08.2016 00:00:00;   170
13.08.2016 00:00:00;   170
14.08.2016 00:00:00;   170
15.08.2016 00:00:00;   170
16.08.2016 00:00:00;   170
17.08.2016 00:00:00;   170
18.08.2016 00:00:00;   169
19.08.2016 00:00:00;   168
20.08.2016 00:00:00;   168
21.08.2016 00:00:00;   173
22.08.2016 00:00:00;   170
23.08.2016 00:00:00;   170
24.08.2016 00:00:00;   169
25.08.2016 00:00:00;   169
26.08.2016 00:00:00;   169
27.08.2016 00:00:00;   168
28.08.2016 00:00:00;   168
29.08.2016 00:00:00;   169
30.08.2016 00:00:00;   169
31.08.2016 00:00:00;   168
01.09.2016 00:00:00;   168
02.09.2016 00:00:00;   168
03.09.2016 00:00:00;   168
04.09.2016 00:00:00;   168
05.09.2016 00:00:00;   169
06.09.2016 00:00:00;   169
07.09.2016 00:00:00;   168
08.09.2016 00:00:00;   168
09.09.2016 00:00:00;   167
10.09.2016 00:00:00;   167
11.09.2016 00:00:00;   167
12.09.2016 00:00:00;   167
13.09.2016 00:00:00;   166
14.09.2016 00:00:00;   166
15.09.2016 00:00:00;   167
16.09.2016 00:00:00;   167
17.09.2016 00:00:00;   167
18.09.2016 00:00:00;   167
19.09.2016 00:00:00;   166
20.09.2016 00:00:00;   166
21.09.2016 00:00:00;   166
22.09.2016 00:00:00;   166
23.09.2016 00:00:00;   166
24.09.2016 00:00:00;   166
25.09.2016 00:00:00;   166
26.09.2016 00:00:00;   166
27.09.2016 00:00:00;   166
28.09.2016 00:00:00;   166
29.09.2016 00:00:00;   166
30.09.2016 00:00:00;   166
01.10.2016 00:00:00;   166
02.10.2016 00:00:00;   166
03.10.2016 00:00:00;   167
04.10.2016 00:00:00;   171
05.10.2016 00:00:00;   168
06.10.2016 00:00:00;   170
07.10.2016 00:00:00;   169
08.10.2016 00:00:00;   168
09.10.2016 00:00:00;   168
10.10.2016 00:00:00;   168
11.10.2016 00:00:00;   168
12.10.2016 00:00:00;   168
13.10.2016 00:00:00;   168
14.10.2016 00:00:00;   168
15.10.2016 00:00:00;   167
16.10.2016 00:00:00;   167
17.10.2016 00:00:00;   167
18.10.2016 00:00:00;   168
19.10.2016 00:00:00;   168
20.10.2016 00:00:00;   171
21.10.2016 00:00:00;   171
22.10.2016 00:00:00;   169
23.10.2016 00:00:00;   169
24.10.2016 00:00:00;   168
25.10.2016 00:00:00;   168
26.10.2016 00:00:00;   167
27.10.2016 00:00:00;   167
28.10.2016 00:00:00;   167
29.10.2016 00:00:00;   167
30.10.2016 00:00:00;   168
31.10.2016 00:00:00;   168
01.11.2016 00:00:00;   168
02.11.2016 00:00:00;   168
03.11.2016 00:00:00;   168
04.11.2016 00:00:00;   168
05.11.2016 00:00:00;   169
06.11.2016 00:00:00;   170
07.11.2016 00:00:00;   170
08.11.2016 00:00:00;   169
09.11.2016 00:00:00;   168
10.11.2016 00:00:00;   168
11.11.2016 00:00:00;   168
12.11.2016 00:00:00;   168
13.11.2016 00:00:00;   168
14.11.2016 00:00:00;   168
15.11.2016 00:00:00;   168
16.11.2016 00:00:00;   169
17.11.2016 00:00:00;   170
18.11.2016 00:00:00;   170
19.11.2016 00:00:00;   169
20.11.2016 00:00:00;   169
21.11.2016 00:00:00;   169
22.11.2016 00:00:00;   169
23.11.2016 00:00:00;   169
24.11.2016 00:00:00;   169
25.11.2016 00:00:00;   168
26.11.2016 00:00:00;   169
27.11.2016 00:00:00;   168
28.11.2016 00:00:00;   168
29.11.2016 00:00:00;   168
30.11.2016 00:00:00;   168
01.12.2016 00:00:00;   168
02.12.2016 00:00:00;   168
03.12.2016 00:00:00;   168
04.12.2016 00:00:00;   168
05.12.2016 00:00:00;   168
06.12.2016 00:00:00;   168
07.12.2016 00:00:00;   168
08.12.2016 00:00:00;   168
09.12.2016 00:00:00;   168
10.12.2016 00:00:00;   168
11.12.2016 00:00:00;   168
12.12.2016 00:00:00;   168
13.12.2016 00:00:00;   168
14.12.2016 00:00:00;   168
15.12.2016 00:00:00;   168
16.12.2016 00:00:00;   168
17.12.2016 00:00:00;   168
18.12.2016 00:00:00;   168
19.12.2016 00:00:00;   168
20.12.2016 00:00:00;   168
21.12.2016 00:00:00;   168
22.12.2016 00:00:00;   168
23.12.2016 00:00:00;   168
24.12.2016 00:00:00;   168
25.12.2016 00:00:00;   168
26.12.2016 00:00:00;   168
27.12.2016 00:00:00;   168
28.12.2016 00:00:00;   168
29.12.2016 00:00:00;   168
30.12.2016 00:00:00;   168
31.12.2016 00:00:00;   168
01.01.2017 00:00:00;   168
02.01.2017 00:00:00;   168
03.01.2017 00:00:00;   168
04.01.2017 00:00:00;   168
05.01.2017 00:00:00;   168
06.01.2017 00:00:00;   168
07.01.2017 00:00:00;   167
08.01.2017 00:00:00;   167
09.01.2017 00:00:00;   167
10.01.2017 00:00:00;   167
11.01.2017 00:00:00;   167
12.01.2017 00:00:00;   167
13.01.2017 00:00:00;   167
14.01.2017 00:00:00;   167
15.01.2017 00:00:00;   167
16.01.2017 00:00:00;   167
17.01.2017 00:00:00;   167
18.01.2017 00:00:00;   167
19.01.2017 00:00:00;   167
20.01.2017 00:00:00;   167
21.01.2017 00:00:00;   167
22.01.2017 00:00:00;   167
23.01.2017 00:00:00;   167
24.01.2017 00:00:00;   167
25.01.2017 00:00:00;   167
26.01.2017 00:00:00;   167
27.01.2017 00:00:00;   167
28.01.2017 00:00:00;   167
29.01.2017 00:00:00;   167
30.01.2017 00:00:00;   167
31.01.2017 00:00:00;   167
01.02.2017 00:00:00;   167
02.02.2017 00:00:00;   167
03.02.2017 00:00:00;   167
04.02.2017 00:00:00;   167
05.02.2017 00:00:00;   167
06.02.2017 00:00:00;   173
07.02.2017 00:00:00;   172
08.02.2017 00:00:00;   169
09.02.2017 00:00:00;   169
10.02.2017 00:00:00;   169
11.02.2017 00:00:00;   168
12.02.2017 00:00:00;   168
13.02.2017 00:00:00;   168
14.02.2017 00:00:00;   168
15.02.2017 00:00:00;   168
16.02.2017 00:00:00;   168
17.02.2017 00:00:00;   168
18.02.2017 00:00:00;   169
19.02.2017 00:00:00;   169
20.02.2017 00:00:00;   168
21.02.2017 00:00:00;   175
22.02.2017 00:00:00;   172
23.02.2017 00:00:00;   171
24.02.2017 00:00:00;   170
25.02.2017 00:00:00;   170
26.02.2017 00:00:00;   169
27.02.2017 00:00:00;   169
28.02.2017 00:00:00;   169
01.03.2017 00:00:00;   169
02.03.2017 00:00:00;   169
03.03.2017 00:00:00;   169
04.03.2017 00:00:00;   169
05.03.2017 00:00:00;   169
06.03.2017 00:00:00;   168
07.03.2017 00:00:00;   168
08.03.2017 00:00:00;   168
09.03.2017 00:00:00;   168
10.03.2017 00:00:00;   168
11.03.2017 00:00:00;   168
12.03.2017 00:00:00;   168
13.03.2017 00:00:00;   168
14.03.2017 00:00:00;   168
